customer_id;first_name;last_name;gender;DOB;job_title;job_industry_category;wealth_segment;deceased_indicator;owns_car
1740;Faythe;Janaszewski;U;;Research Associate;IT;Mass Customer;N;Yes
1741;Karlens;Carneck;Male;1994-07-11;General Manager;Financial Services;High Net Worth;N;No
1742;Quintin;Dublin;Male;1958-08-17;Tax Accountant;n/a;High Net Worth;N;No
1743;Pall;Creek;Male;1981-07-25;Director of Sales;Manufacturing;Affluent Customer;N;Yes
1744;Phoebe;Kahen;Female;1972-01-21;Nurse Practicioner;Financial Services;High Net Worth;N;No
1745;Leigha;Clawson;Female;1955-08-23;Chief Design Engineer;Financial Services;Mass Customer;N;Yes
1746;Kev;;Male;1962-01-05;Operator;IT;High Net Worth;N;No
1747;Obadiah;Fairall;Male;1987-03-14;Research Assistant II;Financial Services;Affluent Customer;N;No
1748;Skell;Oxenden;Male;1956-06-07;Recruiter;Manufacturing;Mass Customer;N;Yes
1749;Debbi;Petschelt;Female;1980-10-22;;Telecommunications;High Net Worth;N;No
1750;Filbert;Evreux;Male;1959-05-13;Internal Auditor;Entertainment;Mass Customer;N;Yes
1751;Sara-ann;Haddick;Female;1969-03-23;;Health;Mass Customer;N;No
1752;Diane;Busk;Female;1977-01-27;Systems Administrator II;n/a;Mass Customer;N;No
1753;Kerry;Ford;Female;1997-10-12;VP Product Management;Health;High Net Worth;N;Yes
1754;Zonnya;Tolland;Female;1965-11-27;;Retail;Mass Customer;N;Yes
1755;Dagmar;Panyer;Female;1986-08-23;Tax Accountant;Property;Mass Customer;N;No
1756;Daron;;Female;1976-12-17;Junior Executive;n/a;High Net Worth;N;No
1757;Hashim;Hartwell;Male;1966-03-03;;IT;High Net Worth;N;No
1758;Helli;Cooksley;Female;1971-10-28;Administrative Assistant I;Argiculture;Mass Customer;N;Yes
1759;Quillan;Shortland;Male;1969-06-02;Biostatistician IV;Financial Services;High Net Worth;N;No
1760;Kelsy;Barrowcliff;Female;1966-04-27;Dental Hygienist;Health;High Net Worth;N;No
1761;Kassi;List;Female;1974-08-29;Legal Assistant;Manufacturing;Mass Customer;N;Yes
1762;Gaye;Steutly;Female;1978-04-30;Research Assistant II;Health;Mass Customer;N;Yes
1763;Suzie;Ornillos;Female;1994-10-30;Automation Specialist I;Manufacturing;Affluent Customer;N;Yes
1764;Zaria;Van der Krui;Female;1960-06-21;Desktop Support Technician;n/a;Mass Customer;N;Yes
1765;Sibella;O' Mara;Female;1967-02-13;Senior Quality Engineer;n/a;High Net Worth;N;No
1766;Maye;O'Moylane;Female;1985-10-20;Senior Quality Engineer;n/a;Affluent Customer;N;No
1767;Cicely;Millier;Female;1959-03-10;Software Engineer IV;Manufacturing;Affluent Customer;N;Yes
1768;Normand;Ganderton;Male;1974-02-09;Programmer I;Manufacturing;High Net Worth;N;No
1769;Sheridan;Shaves;Male;1960-11-26;;n/a;Mass Customer;N;Yes
1770;Chrysler;Vasile;Female;1995-04-10;Junior Executive;n/a;Mass Customer;N;Yes
1771;Zarah;Santello;Female;1974-11-01;Geological Engineer;Manufacturing;Mass Customer;N;Yes
1772;Michael;Foulis;Male;1984-07-07;Financial Analyst;Financial Services;High Net Worth;N;Yes
1773;Nickolas;Guittet;U;;;IT;Mass Customer;N;Yes
1774;Vidovik;Astall;Male;1978-11-01;Compensation Analyst;Financial Services;Mass Customer;N;Yes
1775;Kimberly;Dishmon;Female;1995-10-01;Actuary;Financial Services;Affluent Customer;N;No
1776;Korey;Gate;Male;1978-08-26;Accountant I;Financial Services;Affluent Customer;N;No
1777;Lucinda;Jerok;Female;1994-05-02;Sales Representative;Retail;Affluent Customer;N;No
1778;Emera;Margrem;Female;2000-07-30;Staff Accountant III;n/a;Mass Customer;N;Yes
1779;Krishnah;Firmage;Male;1996-11-19;Information Systems Manager;Argiculture;Affluent Customer;N;No
1780;Maude;Tixier;U;;Research Associate;IT;Mass Customer;N;No
1781;Sammie;Uglow;Male;1965-07-26;Data Coordiator;n/a;Affluent Customer;N;No
1782;Ewen;Emes;Male;1966-12-22;Pharmacist;Health;Affluent Customer;N;Yes
1783;Brett;McCalister;Male;1995-07-30;;Retail;Mass Customer;N;Yes
1784;Louella;O' Timony;Female;1994-10-15;GIS Technical Architect;Manufacturing;Mass Customer;N;Yes
1785;Marty;Whatford;Male;1960-12-10;Clinical Specialist;Health;Mass Customer;N;No
1786;Lonee;Gorce;Female;1962-03-20;Administrative Assistant III;Argiculture;High Net Worth;N;Yes
1787;Tull;Godehard.sf;Male;1976-11-21;Executive Secretary;Retail;High Net Worth;N;Yes
1788;Anna-diana;Kurten;Female;1964-08-10;Account Representative IV;Financial Services;High Net Worth;N;Yes
1789;Talya;Darycott;Female;1986-08-29;Analog Circuit Design manager;Property;Mass Customer;N;No
1790;Vite;Molyneux;Male;1993-09-25;Budget/Accounting Analyst IV;Health;Affluent Customer;N;No
1791;Ninon;Van Der Hoog;Female;1974-12-25;Data Coordiator;IT;Affluent Customer;N;Yes
1792;Dunstan;Kegley;Male;1988-04-07;;Financial Services;Mass Customer;N;No
1793;Hewett;Handes;Male;1989-06-14;Actuary;Financial Services;Mass Customer;N;Yes
1794;Caro;McKirton;Female;1969-03-10;Administrative Officer;Property;Mass Customer;N;No
1795;Wally;Rebbeck;Male;1977-09-21;Internal Auditor;Manufacturing;Affluent Customer;N;No
1796;Cayla;Marcus;Female;1969-11-28;Desktop Support Technician;Manufacturing;High Net Worth;N;Yes
1797;Basile;Le Floch;Male;1974-05-16;Assistant Professor;n/a;Mass Customer;N;No
1798;Eunice;Risom;Female;2000-10-11;Electrical Engineer;Manufacturing;High Net Worth;N;Yes
1799;Tito;Brash;Male;1977-12-23;;n/a;Affluent Customer;N;No
1800;Dianemarie;Hatherall;Female;1955-09-23;Executive Secretary;Argiculture;High Net Worth;N;No
1801;Bendix;Olivella;Male;1976-12-23;Legal Assistant;Manufacturing;Affluent Customer;N;No
1802;Lizzie;Duke;Female;1973-04-11;Nuclear Power Engineer;Manufacturing;Mass Customer;N;No
1803;Clarinda;Edlyn;Female;1988-01-13;;n/a;Mass Customer;N;No
1804;Matelda;Kordas;Female;1963-03-28;Product Engineer;Property;Affluent Customer;N;No
1805;Venus;Sketch;Female;1976-10-15;Budget/Accounting Analyst II;Financial Services;Mass Customer;N;No
1806;Gil;De Gregorio;U;;Software Test Engineer IV;IT;Mass Customer;N;No
1807;Pollyanna;Serjeantson;Female;1955-03-15;Help Desk Operator;n/a;High Net Worth;N;Yes
1808;Charles;Carren;Male;1965-12-15;Information Systems Manager;Retail;High Net Worth;N;No
1809;Reba;Southon;Female;1961-01-26;Programmer II;Health;Mass Customer;N;Yes
1810;Royall;Terris;Male;1959-05-06;Geological Engineer;Manufacturing;High Net Worth;N;No
1811;Sylvan;Sugge;Male;1999-10-13;;Financial Services;Mass Customer;N;No
1812;Daffi;Sewley;Female;1959-07-11;Clinical Specialist;Health;Affluent Customer;N;No
1813;Reeva;Eakeley;Female;2001-05-19;Technical Writer;Manufacturing;Mass Customer;N;No
1814;Shawn;Platfoot;Female;1988-08-18;Web Designer IV;Retail;Affluent Customer;N;No
1815;Bab;Bingall;Female;1954-03-26;Software Test Engineer I;Argiculture;Mass Customer;N;Yes
1816;Lonni;Andrichak;Female;1977-02-25;;Argiculture;Mass Customer;N;No
1817;Jozef;Frizzell;Male;1975-03-13;Graphic Designer;n/a;High Net Worth;N;No
1818;Katha;Lockhurst;Female;1967-04-01;Assistant Media Planner;Entertainment;Mass Customer;N;Yes
1819;Deedee;Fransinelli;Female;1994-11-23;Graphic Designer;Entertainment;Mass Customer;N;Yes
1820;Yard;Teeney;Male;1996-04-02;Software Engineer II;IT;Affluent Customer;N;No
1821;Fields;Bayne;Male;1972-03-09;Web Developer IV;Entertainment;High Net Worth;N;Yes
1822;Trudie;Capper;Female;1962-09-18;;Financial Services;Mass Customer;N;No
1823;Trude;Rizzardo;Female;1974-05-24;VP Quality Control;n/a;High Net Worth;N;No
1824;Robbie;Yakubovics;Female;1959-10-12;Safety Technician III;Manufacturing;Affluent Customer;N;Yes
1825;Arv;Whitsey;Male;1967-02-14;VP Quality Control;Financial Services;Mass Customer;N;Yes
1826;Jareb;Langcaster;Male;1961-01-10;Chemical Engineer;Manufacturing;High Net Worth;N;Yes
1827;Stormie;Smyth;Female;1978-01-15;Sales Representative;Retail;Affluent Customer;N;Yes
1828;Leigha;Bacchus;Female;1987-12-02;Junior Executive;Manufacturing;Affluent Customer;N;No
1829;Darcy;Jaslem;Male;1980-10-29;Editor;n/a;Mass Customer;N;No
1830;Nathan;Antognazzi;Male;1985-04-30;Software Consultant;Manufacturing;High Net Worth;N;No
1831;Lisle;Yokel;Male;1977-11-13;Social Worker;Health;Mass Customer;N;No
1832;Elicia;Normanvill;Female;1964-11-05;Programmer Analyst III;Manufacturing;Mass Customer;N;Yes
1833;Klemens;Eite;Male;1967-03-15;Actuary;Financial Services;High Net Worth;N;Yes
1834;Otes;Gottelier;Male;1977-06-30;Director of Sales;Financial Services;High Net Worth;N;Yes
1835;Rodrigo;Felce;Male;1993-06-30;Financial Advisor;Financial Services;Affluent Customer;N;Yes
1836;Rochella;Harce;Female;1955-06-05;Research Nurse;Health;Mass Customer;N;Yes
1837;Tirrell;Cosgreave;Male;1973-12-29;Account Coordinator;Manufacturing;Mass Customer;N;Yes
1838;Jobina;Dudenie;Female;1964-11-25;Business Systems Development Analyst;Financial Services;Affluent Customer;N;Yes
1839;Faythe;Rance;Female;1987-05-08;Internal Auditor;Entertainment;High Net Worth;N;Yes
1840;Sherman;Gullen;Male;1977-11-04;Staff Scientist;Argiculture;High Net Worth;N;Yes
1841;Nathanial;D'Ambrogi;Male;1995-10-22;Administrative Assistant III;Argiculture;Affluent Customer;N;No
1842;Ephrayim;Beville;Male;1977-02-27;Accountant IV;Financial Services;Mass Customer;N;No
1843;Kennett;Attack;Male;1984-09-08;Recruiting Manager;n/a;Mass Customer;N;Yes
1844;Amaleta;Slafford;Female;1975-10-21;Product Engineer;n/a;Mass Customer;N;No
1845;Pascal;Veronique;Male;1978-01-16;General Manager;Financial Services;Mass Customer;N;No
1846;Lorette;Daspar;Female;1978-12-18;Senior Editor;Manufacturing;Affluent Customer;N;No
1847;Bobinette;Stanaway;Female;1978-02-04;Executive Secretary;Manufacturing;Mass Customer;N;No
1848;Dev;Caghan;Male;1976-11-25;Information Systems Manager;Manufacturing;Mass Customer;N;No
1849;Jess;Bollans;Male;1958-07-01;;Retail;Mass Customer;N;Yes
1850;Dare;Wasling;Male;1978-05-16;Biostatistician II;Manufacturing;High Net Worth;N;No
1851;Miles;Fallows;Male;1974-03-18;Account Representative II;n/a;Mass Customer;N;No
1852;Darby;Shailer;Female;1978-01-21;Research Associate;Manufacturing;Affluent Customer;N;No
1853;Agathe;Dimmick;Female;1987-06-20;Recruiter;n/a;Mass Customer;N;Yes
1854;Mandie;Jeger;Female;1978-09-12;Community Outreach Specialist;n/a;High Net Worth;N;Yes
1855;Foss;Yanele;Male;1971-07-08;Librarian;Entertainment;Mass Customer;N;Yes
1856;Toni;Harbidge;Female;1969-07-20;Associate Professor;Retail;Mass Customer;N;No
1857;Purcell;Chinnery;Male;1968-09-20;Marketing Manager;Manufacturing;Affluent Customer;N;Yes
1858;Gabriella;;Female;1957-04-26;Senior Sales Associate;Manufacturing;High Net Worth;N;Yes
1859;Melamie;Hardman;Female;1990-04-08;Accountant IV;IT;High Net Worth;N;Yes
1860;Holly-anne;Hamman;Female;1976-12-28;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes
1861;Charlena;Muzzi;Female;1967-07-18;Geological Engineer;Manufacturing;Mass Customer;N;Yes
1862;Daron;Umpleby;Female;1980-06-29;;Health;High Net Worth;N;Yes
1863;Adelbert;Doelle;Male;1978-05-11;VP Product Management;Telecommunications;High Net Worth;N;No
1864;Anet;Pellitt;Female;1960-07-03;Senior Quality Engineer;Retail;Mass Customer;N;No
1865;Isabelita;Kitchener;Female;1997-12-24;Office Assistant III;n/a;Mass Customer;N;No
1866;Huberto;Bazylets;Male;1992-10-07;Marketing Manager;Manufacturing;Mass Customer;N;No
1867;Tonya;Ritmeier;Female;1986-04-16;Senior Developer;n/a;Affluent Customer;N;No
1868;Aloisia;Ivel;Female;1988-06-22;Assistant Manager;Retail;Mass Customer;N;No
1869;Neda;Longfellow;Female;1977-10-19;Geologist IV;Financial Services;High Net Worth;N;Yes
1870;Alikee;Sjollema;Female;1973-01-16;Graphic Designer;n/a;Affluent Customer;N;No
1871;Shayna;McQuin;Female;1994-01-23;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes
1872;Leif;Feeney;Male;1973-05-28;Help Desk Technician;Manufacturing;Mass Customer;N;Yes
1873;Raul;Cabrer;Male;1992-07-09;General Manager;Manufacturing;Affluent Customer;N;Yes
1874;Nickolai;McChesney;Male;1957-09-29;;Argiculture;High Net Worth;N;Yes
1875;Amory;Bohler;Male;1959-01-11;Staff Scientist;Retail;High Net Worth;N;Yes
1876;Borden;Wooles;Male;1977-05-28;Recruiting Manager;Financial Services;Affluent Customer;N;No
1877;Radcliffe;Bartolomeoni;Male;1966-09-09;Associate Professor;Financial Services;High Net Worth;N;Yes
1878;Pen;Hedgecock;Male;1954-11-06;Account Coordinator;Health;Affluent Customer;N;No
1879;Kermy;Heningam;Male;1967-04-25;Account Representative I;Manufacturing;High Net Worth;N;No
1880;Garrett;Dommett;Male;1972-08-11;;n/a;High Net Worth;N;No
1881;Gherardo;Lahy;Male;1957-12-10;Quality Control Specialist;n/a;Affluent Customer;N;Yes
1882;Justin;Ragless;Male;1964-05-05;Account Executive;Manufacturing;Affluent Customer;N;No
1883;Jinny;Cawood;Female;1991-08-13;;Health;Mass Customer;N;No
1884;Aurore;Buckmaster;Female;1969-11-25;;Manufacturing;Mass Customer;N;Yes
1885;Jerome;Sheavills;Male;1982-10-27;Software Consultant;Health;High Net Worth;N;Yes
1886;Eugenie;Belcham;Female;1978-09-22;Nurse;IT;Affluent Customer;N;No
1887;Kynthia;Purcer;Female;1965-06-22;Director of Sales;IT;Affluent Customer;N;Yes
1888;Sibyl;Scholtz;Female;2002-01-26;Food Chemist;Health;Mass Customer;N;Yes
1889;Dare;;Male;1973-07-07;Quality Control Specialist;Retail;Affluent Customer;N;No
1890;Carce;Gunthorp;Male;1972-10-08;Analyst Programmer;Financial Services;Mass Customer;N;No
1891;Neville;Bloyes;Male;1990-03-02;Marketing Manager;Retail;Mass Customer;N;Yes
1892;Allyson;Pinsent;Female;1995-09-07;;Retail;High Net Worth;N;Yes
1893;Gunar;Sleit;Male;1968-04-22;Administrative Officer;n/a;Mass Customer;N;No
1894;Patten;Laytham;Male;1976-04-01;Automation Specialist III;Manufacturing;High Net Worth;N;Yes
1895;Leese;Lohan;Female;1975-09-02;Technical Writer;Manufacturing;Mass Customer;N;No
1896;Garald;Brasner;Male;1995-04-30;Project Manager;n/a;High Net Worth;N;No
1897;Cosette;Callar;Female;1997-08-20;Product Engineer;n/a;Mass Customer;N;Yes
1898;Katalin;Mantz;Female;1979-11-24;Developer III;Manufacturing;Affluent Customer;N;Yes
1899;Lambert;Vardey;Male;1997-09-02;;Retail;Affluent Customer;N;Yes
1900;Noland;Larder;Male;1980-08-15;Safety Technician II;Financial Services;Affluent Customer;N;Yes
1901;Vail;Southernwood;Male;1977-08-22;Budget/Accounting Analyst I;Argiculture;Affluent Customer;N;No
1902;Camille;Vallintine;Female;1964-12-01;Environmental Tech;Financial Services;Mass Customer;N;Yes
1903;Tucky;Pizzie;Male;1973-11-20;Project Manager;n/a;High Net Worth;N;Yes
1904;Nert;Muglestone;Female;1978-01-25;Technical Writer;IT;High Net Worth;N;Yes
1905;Corabelle;;Female;1953-09-17;Help Desk Technician;Manufacturing;Affluent Customer;N;No
1906;Waylan;Katte;Male;1988-04-24;Product Engineer;Retail;Mass Customer;N;No
1907;Lind;Dredge;Male;1974-11-04;VP Sales;Health;High Net Worth;N;No
1908;Jaquelyn;Workman;Female;1963-12-10;Help Desk Technician;Financial Services;High Net Worth;N;Yes
1909;Drucill;Laurand;Female;1984-12-11;Research Assistant II;Argiculture;Affluent Customer;N;Yes
1910;Yovonnda;Warrior;Female;1959-07-13;Systems Administrator I;Property;High Net Worth;N;Yes
1911;Hallsy;De Leek;Male;1980-06-08;Director of Sales;Manufacturing;Mass Customer;N;No
1912;Hall;Grouer;Male;1992-11-04;Account Coordinator;Manufacturing;High Net Worth;N;No
1913;Tamiko;Fergie;Female;1973-11-02;Dental Hygienist;Health;Mass Customer;N;Yes
1914;Clyve;Sandwick;Male;1968-06-21;VP Product Management;Financial Services;Mass Customer;N;No
1915;Dusty;Tesimon;Female;1953-10-12;Social Worker;Health;Mass Customer;N;Yes
1916;Redd;O'Crowley;Male;1995-03-05;Computer Systems Analyst II;Retail;High Net Worth;N;Yes
1917;Raquela;Schimpke;Female;1973-07-28;Senior Sales Associate;Argiculture;Affluent Customer;N;Yes
1918;Devin;Sandeson;U;;Staff Accountant II;IT;Affluent Customer;N;No
1919;Bartie;Hartburn;Male;1960-12-23;VP Product Management;Argiculture;Mass Customer;N;Yes
1920;Rutter;Marlen;Male;1988-01-06;Sales Associate;Financial Services;Mass Customer;N;No
1921;Cybill;Wakes;Female;1982-12-03;Accountant III;n/a;Mass Customer;N;No
1922;Ailene;Tomkies;Female;1969-11-11;Speech Pathologist;n/a;High Net Worth;N;Yes
1923;Immanuel;Farlamb;Male;1970-08-23;Health Coach IV;Health;Mass Customer;N;No
1924;Eolande;Kauscher;Female;1965-12-01;VP Product Management;n/a;Mass Customer;N;Yes
1925;Amaleta;Dickens;Female;1982-01-28;;n/a;Mass Customer;N;Yes
1926;Stefano;Menhenitt;Male;1957-11-15;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes
1927;Masha;Bibbie;Female;1975-07-15;Software Test Engineer I;Manufacturing;Affluent Customer;N;Yes
1928;Sully;Dorling;Male;1977-09-24;Chemical Engineer;Manufacturing;High Net Worth;N;Yes
1929;Elka;Crossgrove;Female;1986-10-12;Food Chemist;Health;Affluent Customer;N;No
1930;Ambrose;Bleasby;Male;1996-06-14;Speech Pathologist;Manufacturing;High Net Worth;N;No
1931;Boris;Syres;Male;1973-11-06;Senior Developer;Health;Affluent Customer;N;No
1932;Sybila;Enefer;Female;1977-01-03;Librarian;Entertainment;Affluent Customer;N;Yes
1933;Ephraim;Fulep;Male;1980-09-10;Automation Specialist I;Manufacturing;Affluent Customer;N;No
1934;Bryant;Tordiffe;Male;1963-01-17;Budget/Accounting Analyst IV;n/a;Affluent Customer;N;Yes
1935;Galvan;;Male;1974-11-13;Senior Sales Associate;n/a;Mass Customer;N;No
1936;Gisella;Scad;Female;1964-07-08;Junior Executive;Manufacturing;Mass Customer;N;Yes
1937;Renaud;Gahagan;Male;1974-01-08;Quality Engineer;Health;Mass Customer;N;No
1938;Austin;Toopin;U;;Automation Specialist IV;IT;Mass Customer;N;Yes
1939;Pierce;Cheke;Male;1992-05-03;Safety Technician I;n/a;Mass Customer;N;Yes
1940;Gabriellia;Coulter;Female;1977-03-02;Teacher;Manufacturing;High Net Worth;N;Yes
1941;Dmitri;Eleshenar;Male;1992-05-23;Librarian;Entertainment;Mass Customer;N;No
1942;Abe;Townby;Male;1987-01-08;Programmer Analyst II;Financial Services;High Net Worth;N;No
1943;Armstrong;Style;Male;1985-10-03;Senior Cost Accountant;Financial Services;Affluent Customer;N;Yes
1944;Gregory;Balchin;Male;1980-07-30;Programmer III;Argiculture;High Net Worth;N;Yes
1945;Griffin;Gisbourn;Male;1978-07-10;Software Test Engineer II;n/a;High Net Worth;N;Yes
1946;Brannon;Gladman;Male;1959-01-04;Systems Administrator III;n/a;Mass Customer;N;No
1947;Gretta;Patrone;Female;1963-12-11;Geologist II;Telecommunications;Affluent Customer;N;Yes
1948;Elizabeth;Applewhaite;Female;1964-06-08;;Entertainment;Mass Customer;N;No
1949;Onida;Cockshot;Female;1954-05-10;Legal Assistant;Manufacturing;Mass Customer;N;No
1950;Berne;Fulkes;Male;1963-10-07;Web Developer II;Manufacturing;Affluent Customer;N;Yes
1951;Rockie;MacCosty;Male;2000-06-07;Health Coach II;Manufacturing;Mass Customer;N;Yes
1952;Patrica;Donativo;Female;1974-01-29;Payment Adjustment Coordinator;Health;Mass Customer;N;Yes
1953;Luisa;McGlue;Female;1978-06-05;Paralegal;Financial Services;High Net Worth;N;No
1954;Greg;Iacovo;Male;1967-11-29;VP Sales;Manufacturing;Affluent Customer;N;No
1955;Thornton;Vereker;Male;1980-11-22;Environmental Specialist;n/a;Mass Customer;N;No
1956;Omero;Murra;Male;1994-07-08;Human Resources Assistant I;Health;Affluent Customer;N;Yes
1957;Gary;Eager;Male;1977-09-19;Accountant IV;Property;Affluent Customer;N;No
1958;Janina;Keme;Female;1985-09-01;Professor;n/a;Mass Customer;N;No
1959;Arlen;Klossek;Male;1978-09-18;Director of Sales;Health;Mass Customer;N;Yes
1960;Falkner;Jochens;Male;1978-07-03;Software Engineer II;n/a;Mass Customer;N;Yes
1961;Licha;Lyes;Female;1960-11-22;Physical Therapy Assistant;n/a;Mass Customer;N;Yes
1962;Paddie;Grunder;Male;1977-11-01;Sales Representative;Retail;Mass Customer;N;Yes
1963;Syman;Trimnell;Male;1998-03-18;Biostatistician I;Argiculture;Mass Customer;N;Yes
1964;Cara;Campbell-Dunlop;Female;1964-06-19;Mechanical Systems Engineer;Financial Services;Affluent Customer;N;Yes
1965;Bendicty;Powrie;Male;1973-12-14;Web Designer III;Retail;Mass Customer;N;Yes
1966;Moshe;Nicholl;Male;1993-10-31;;Financial Services;High Net Worth;N;No
1967;Nomi;;Female;1985-11-19;Chemical Engineer;Manufacturing;Affluent Customer;N;Yes
1968;Frederica;Hughman;Female;1994-06-12;Librarian;Entertainment;Mass Customer;N;No
1969;Dimitry;Kunkler;Male;1961-07-06;Teacher;IT;Mass Customer;N;Yes
1970;Carl;Eyre;Male;1982-08-23;Desktop Support Technician;Manufacturing;Mass Customer;N;No
1971;Mariel;Dyke;Female;1998-02-10;;Manufacturing;Mass Customer;N;Yes
1972;Obed;Pauler;Male;1989-07-14;;IT;Mass Customer;N;Yes
1973;Fanni;Liffe;Female;1980-01-11;Media Manager IV;Financial Services;High Net Worth;N;No
1974;Aharon;Moller;Male;1958-06-15;Administrative Officer;n/a;Mass Customer;N;Yes
1975;Tommie;Midden;Female;1965-10-19;Product Engineer;Health;Affluent Customer;N;No
1976;Letitia;Coan;Female;1975-08-16;Product Engineer;Manufacturing;Mass Customer;N;No
1977;Myrtia;Paschke;Female;1977-10-04;;Manufacturing;Mass Customer;N;Yes
1978;Marge;Skerm;Female;1955-01-06;Dental Hygienist;Health;Mass Customer;N;No
1979;Ephrem;Cariss;Male;1960-05-15;Statistician III;Manufacturing;Mass Customer;N;Yes
1980;Kenneth;Viall;Male;1992-06-20;Food Chemist;Health;High Net Worth;N;Yes
1981;Calv;Zelland;Male;1986-01-30;Sales Associate;n/a;Affluent Customer;N;No
1982;Julee;Hallewell;Female;1968-03-30;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes
1983;Kimberlee;Soonhouse;Female;1963-03-10;Assistant Media Planner;Entertainment;Affluent Customer;N;Yes
1984;Hewett;Alessandretti;Male;1999-06-01;Information Systems Manager;Health;Mass Customer;N;Yes
1985;Chrysler;Longstaffe;Female;1978-12-02;Computer Systems Analyst I;n/a;Mass Customer;N;Yes
1986;Melania;Ruske;Female;1981-12-30;;Retail;Mass Customer;N;No
1987;Jacobo;Rosenblum;Male;1956-06-08;Research Associate;Health;Affluent Customer;N;No
1988;Kelwin;Goldsmith;Male;1957-04-15;Recruiting Manager;Property;Mass Customer;N;No
1989;Emalee;Guitel;Female;1973-07-21;Graphic Designer;Property;High Net Worth;N;Yes
1990;Mira;Askham;U;;Senior Financial Analyst;Financial Services;High Net Worth;N;No
1991;Tobe;Godrich;Male;1993-09-27;Research Nurse;Health;Mass Customer;N;Yes
1992;Shanta;Attrill;Female;1995-10-21;Web Developer I;Manufacturing;Mass Customer;N;Yes
1993;Agustin;Isworth;Male;1980-07-27;Accounting Assistant II;n/a;High Net Worth;N;Yes
1994;Gray;McLorinan;Female;1986-04-25;;Manufacturing;High Net Worth;N;No
1995;Mabel;Sallter;Female;1969-03-26;Automation Specialist II;n/a;Mass Customer;N;Yes
1996;Filmer;Furby;Male;1985-12-29;Structural Engineer;Manufacturing;Mass Customer;N;No
1997;Tedmund;Simonsson;Male;1996-09-27;Structural Engineer;n/a;Mass Customer;N;No
1998;Hamil;Britch;Male;1975-03-26;Media Manager IV;Manufacturing;High Net Worth;N;No
1999;Raquel;Bamlett;Female;1962-08-16;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes
2000;Kain;Rene;U;;Assistant Professor;IT;High Net Worth;N;Yes
2001;Mada;Martinho;Female;1977-10-06;Analog Circuit Design manager;Manufacturing;Mass Customer;N;Yes
2002;Matilde;Hamsher;Female;1971-06-20;Mechanical Systems Engineer;Financial Services;Mass Customer;N;No
2003;Lilli;Hargey;Female;1962-06-21;Statistician III;Manufacturing;High Net Worth;N;Yes
2004;Brandy;Showering;Male;1963-06-12;Nuclear Power Engineer;Manufacturing;Affluent Customer;N;Yes
2005;Marina;McElwee;Female;1978-08-20;Accountant I;Manufacturing;High Net Worth;N;No
2006;Hyacinthia;Tuley;Female;1999-10-04;Senior Developer;Property;High Net Worth;N;Yes
2007;Gail;Scarrisbrick;Male;1970-04-13;Programmer I;Manufacturing;Mass Customer;N;Yes
2008;Jamill;Cudd;Male;1993-07-27;Analyst Programmer;Financial Services;Mass Customer;N;Yes
2009;Neilla;Castrillo;Female;1960-03-16;Staff Accountant IV;Health;Affluent Customer;N;Yes
2010;Duff;Guyer;Male;1974-01-31;Data Coordiator;Manufacturing;High Net Worth;N;Yes
2011;Guthrie;MacAne;Male;1978-01-22;VP Sales;Manufacturing;High Net Worth;N;Yes
2012;Maisey;Lavell;Female;1972-09-07;Health Coach I;Health;High Net Worth;N;No
2013;Marge;Girault;Female;1995-08-10;Registered Nurse;Health;Affluent Customer;N;Yes
2014;Sandye;Avraam;Female;1990-05-25;Associate Professor;Manufacturing;Mass Customer;N;Yes
2015;Charyl;Sibson;Female;1974-02-19;Health Coach IV;Health;Affluent Customer;N;No
2016;Laraine;Merioth;Female;1998-11-19;Executive Secretary;Retail;Affluent Customer;N;Yes
2017;Ezri;Sadry;Male;1995-02-11;Programmer II;Financial Services;Affluent Customer;N;Yes
2018;Richie;Matts;Male;1963-01-30;Senior Developer;Financial Services;Affluent Customer;N;No
2019;Neda;Perkis;Female;1953-09-13;VP Marketing;Entertainment;High Net Worth;N;No
2020;Portia;Proudlock;Female;1971-05-06;Biostatistician IV;Property;Affluent Customer;N;Yes
2021;Ulrica;Abelwhite;U;;Software Test Engineer I;IT;High Net Worth;N;Yes
2022;Mortimer;Iremonger;Male;1982-07-03;;IT;Affluent Customer;N;No
2023;Marco;Denziloe;Male;1971-01-11;Associate Professor;n/a;High Net Worth;N;No
2024;Elinor;Biggerstaff;Female;2000-07-14;VP Sales;IT;Mass Customer;N;Yes
2025;Agosto;Thon;Male;1982-04-15;VP Quality Control;n/a;Mass Customer;N;Yes
2026;Anabelle;Rogerson;Female;1987-09-18;Structural Engineer;Property;Mass Customer;N;Yes
2027;Whitney;Dahle;Male;1964-09-02;VP Product Management;n/a;High Net Worth;N;No
2028;Cathy;Parmley;Female;1976-12-10;Director of Sales;Retail;Affluent Customer;N;Yes
2029;Charlie;Hastilow;Male;1992-03-10;Nurse;Manufacturing;Mass Customer;N;No
2030;Xymenes;Sprull;Male;1961-01-09;Administrative Officer;Property;High Net Worth;N;No
2031;Philbert;Albone;Male;1987-01-21;Geologist III;n/a;Mass Customer;N;No
